div_dpto;departamento;div_mun;municipio;casos;mes;ano
68;Santander;68720;Santa Helena del Opón;0;Enero - Septiembre;2023
15;Boyacá;15690;Santa María;0;Enero - Septiembre;2023
41;Huila;41676;Santa María;0;Enero - Septiembre;2023
19;Cauca;19701;Santa Rosa;0;Enero - Septiembre;2023
15;Boyacá;15693;Santa Rosa de Viterbo;0;Enero - Septiembre;2023
15;Boyacá;15696;Santa Sofía;0;Enero - Septiembre;2023
54;Norte de Santander;54680;Santiago;0;Enero - Septiembre;2023
15;Boyacá;15723;Sativasur;0;Enero - Septiembre;2023
15;Boyacá;15740;Siachoque;0;Enero - Septiembre;2023
86;Putumayo;86749;Sibundoy;0;Enero - Septiembre;2023
54;Norte de Santander;54743;Silos;0;Enero - Septiembre;2023
68;Santander;68745;Simacota;0;Enero - Septiembre;2023
25;Cundinamarca;25745;Simijaca;0;Enero - Septiembre;2023
15;Boyacá;15753;Soatá;0;Enero - Septiembre;2023
15;Boyacá;15757;Socha;0;Enero - Septiembre;2023
68;Santander;68755;Socorro;0;Enero - Septiembre;2023
18;Caquetá;18785;Solita;0;Enero - Septiembre;2023
15;Boyacá;15761;Somondoco;0;Enero - Septiembre;2023
13;Bolívar;13760;Soplaviento;0;Enero - Septiembre;2023
15;Boyacá;15762;Sora;0;Enero - Septiembre;2023
15;Boyacá;15763;Sotaquirá;0;Enero - Septiembre;2023
68;Santander;68770;Suaita;0;Enero - Septiembre;2023
8;Atlántico;8770;Suan;0;Enero - Septiembre;2023
73;Tolima;73770;Suárez;0;Enero - Septiembre;2023
68;Santander;68773;Sucre;0;Enero - Septiembre;2023
25;Cundinamarca;25777;Supatá;0;Enero - Septiembre;2023
68;Santander;68780;Suratá;0;Enero - Septiembre;2023
25;Cundinamarca;25779;Susa;0;Enero - Septiembre;2023
15;Boyacá;15774;Susacón;0;Enero - Septiembre;2023
15;Boyacá;15778;Sutatenza;0;Enero - Septiembre;2023
25;Cundinamarca;25785;Tabio;0;Enero - Septiembre;2023
13;Bolívar;13780;Talaigua Nuevo;0;Enero - Septiembre;2023
85;Casanare;85400;Támara;0;Enero - Septiembre;2023
52;Nariño;52788;Tangua;0;Enero - Septiembre;2023
97;Vaupés;97666;Taraira;0;Enero - Septiembre;2023
15;Boyacá;15790;Tasco;0;Enero - Septiembre;2023
25;Cundinamarca;25793;Tausa;0;Enero - Septiembre;2023
25;Cundinamarca;25799;Tenjo;0;Enero - Septiembre;2023
15;Boyacá;15798;Tenza;0;Enero - Septiembre;2023
41;Huila;41797;Tesalia;0;Enero - Septiembre;2023
25;Cundinamarca;25805;Tibacuy;0;Enero - Septiembre;2023
15;Boyacá;15804;Tibaná;0;Enero - Septiembre;2023
15;Boyacá;15806;Tibasosa;0;Enero - Septiembre;2023
25;Cundinamarca;25807;Tibirita;0;Enero - Septiembre;2023
15;Boyacá;15808;Tinjacá;0;Enero - Septiembre;2023
15;Boyacá;15810;Tipacoque;0;Enero - Septiembre;2023
15;Boyacá;15814;Toca;0;Enero - Septiembre;2023
15;Boyacá;15816;Togüí;0;Enero - Septiembre;2023
68;Santander;68820;Tona;0;Enero - Septiembre;2023
15;Boyacá;15820;Tópaga;0;Enero - Septiembre;2023
25;Cundinamarca;25823;Topaipí;0;Enero - Septiembre;2023
15;Boyacá;15822;Tota;0;Enero - Septiembre;2023
85;Casanare;85430;Trinidad;0;Enero - Septiembre;2023
15;Boyacá;15832;Tununguá;0;Enero - Septiembre;2023
15;Boyacá;15835;Turmequé;0;Enero - Septiembre;2023
15;Boyacá;15837;Tuta;0;Enero - Septiembre;2023
15;Boyacá;15839;Tutazá;0;Enero - Septiembre;2023
25;Cundinamarca;25839;Ubalá;0;Enero - Septiembre;2023
25;Cundinamarca;25841;Ubaque;0;Enero - Septiembre;2023
15;Boyacá;15842;Úmbita;0;Enero - Septiembre;2023
25;Cundinamarca;25845;Une;0;Enero - Septiembre;2023
27;Chocó;27810;Unión Panamericana;0;Enero - Septiembre;2023
8;Atlántico;8849;Usiacurí;0;Enero - Septiembre;2023
5;Antioquia;5856;Valparaíso;0;Enero - Septiembre;2023
25;Cundinamarca;25506;Venecia;0;Enero - Septiembre;2023
15;Boyacá;15861;Ventaquemada;0;Enero - Septiembre;2023
68;Santander;68867;Vetas;0;Enero - Septiembre;2023
5;Antioquia;5873;Vigía del Fuerte;0;Enero - Septiembre;2023
76;Valle del Cauca;76869;Vijes;0;Enero - Septiembre;2023
54;Norte de Santander;54871;Villa Caro;0;Enero - Septiembre;2023
25;Cundinamarca;25871;Villagómez;0;Enero - Septiembre;2023
68;Santander;68872;Villanueva;0;Enero - Septiembre;2023
25;Cundinamarca;25873;Villapinzón;0;Enero - Septiembre;2023
73;Tolima;73873;Villarrica;0;Enero - Septiembre;2023
97;Vaupés;97889;Yavaraté (CD);0;Enero - Septiembre;2023
68;Santander;68895;Zapatoca;0;Enero - Septiembre;2023
15;Boyacá;15897;Zetaquira;0;Enero - Septiembre;2023
25;Cundinamarca;25898;Zipacón;0;Enero - Septiembre;2023
